occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,early_age,late_age,reference_no,lng,lat,cx_int_no,phylum,class,order,family,genus,midpoint_ma
213795,occ,,,21890,Aquila chrysaetos,species,368058,,Aquila chrysaetos,species,94489,Pleistocene,,2.58,0.0117,5209,32.950001,24.766701,33.0,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,1.29585
213815,occ,,,21892,Platalea leucorodia,species,368589,,Platalea leucorodia,species,368589,Pleistocene,,2.58,0.0117,5224,32.950001,24.766701,33.0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,1.29585
213817,occ,,,21892,Anas platyrhynchos,species,83434,,Anas platyrhynchos,species,83434,Pleistocene,,2.58,0.0117,5224,32.950001,24.766701,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
213818,occ,,,21892,Grus grus,species,105610,,Grus grus,species,105609,Pleistocene,,2.58,0.0117,5224,32.950001,24.766701,33.0,Chordata,Aves,Gruiformes,Gruidae,Grus,1.29585
213870,occ,,,21896,Struthio camelus,species,223891,,Struthio camelus,species,223891,Holocene,,0.0117,0.0,5227,23.0333,-28.205601,32.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.00585
213918,occ,,,21903,Streptopelia sp.,genus,158293,,Streptopelia,genus,158293,Holocene,,0.0117,0.0,5230,33.75,16.25,32.0,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,0.00585
213952,occ,,,21907,Struthio camelus,species,223891,,Struthio camelus,species,223891,Holocene,,0.0117,0.0,5221,25.5,23.0,32.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.00585
213992,occ,,,21914,Struthio camelus,species,223891,,Struthio camelus,species,223891,Holocene,,0.0117,0.0,5213,24.633301,-27.616699,32.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.00585
214038,occ,,,21920,Struthio camelus,species,223891,,Struthio camelus,species,223891,Pleistocene,,2.58,0.0117,5213,24.633301,-27.616699,33.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,1.29585
214097,occ,,,21930,Aves indet.,class,36616,,Aves,class,36616,Holocene,,0.0117,0.0,5240,25.7167,-33.733299,32.0,Chordata,Aves,,,,0.00585
214199,occ,,,21953,Struthio camelus,species,223891,,Struthio camelus,species,223891,Pleistocene,,2.58,0.0117,5252,18.0,-33.0,33.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,1.29585
214202,occ,,,21953,Francolinus sp.,genus,173506,,Francolinus,genus,173506,Pleistocene,,2.58,0.0117,5252,18.0,-33.0,33.0,Chordata,Reptilia,Galliformes,Phasianidae,Francolinus,1.29585
214277,occ,,,21970,Aves indet.,class,36616,,Aves,class,36616,Calabrian,,1.8,0.774,5269,35.362499,-2.9903,740.0,Chordata,Aves,,,,1.287
214317,occ,,,21973,cf. Struthio sp.,genus,39278,,Struthio,genus,39278,Gelasian,Calabrian,2.58,0.774,4954,35.345798,-2.9875,33.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,1.677
214330,occ,,,21974,Aves indet.,class,36616,,Aves,class,36616,Gelasian,Calabrian,2.58,0.774,4945,35.344398,-2.9861,33.0,Chordata,Aves,,,,1.677
216772,occ,,,22041,Struthio sp.,genus,39278,,Struthio,genus,39278,Calabrian,,1.8,0.774,4478,34.3167,-2.979,740.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,1.287
216773,occ,,,22041,Aves indet.,class,36616,,Aves,class,36616,Calabrian,,1.8,0.774,4478,34.3167,-2.979,740.0,Chordata,Aves,,,,1.287
216823,occ,,,22064,Struthio sp.,genus,39278,,Struthio,genus,39278,Calabrian,,1.8,0.774,4478,34.3167,-2.979,740.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,1.287
216824,occ,,,22064,Aves indet.,class,36616,,Aves,class,36616,Calabrian,,1.8,0.774,4478,34.3167,-2.979,740.0,Chordata,Aves,,,,1.287
216842,occ,,,22066,Struthio camelus,species,223891,,Struthio camelus,species,223891,Late Pleistocene,,0.129,0.0117,5318,29.6,-0.135,922.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.07035
216845,occ,,,22068,Struthio camelus,species,223891,,Struthio camelus,species,223891,Holocene,,0.0117,0.0,5318,29.6,-0.135,32.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.00585
216894,occ,,,22073,Francolinus lathami,species,372655,recombined as,Peliperdix lathami,species,372655,Holocene,,0.0117,0.0,5324,29.823099,1.2314,32.0,Chordata,Reptilia,Galliformes,Phasianidae,Peliperdix,0.00585
216898,occ,,,22074,Struthio camelus,species,223891,,Struthio camelus,species,223891,Pleistocene,Holocene,2.58,0.0,5325,29.823,1.374,12.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,1.29
216899,occ,,,22074,Francolinus sp.,genus,173506,,Francolinus,genus,173506,Pleistocene,Holocene,2.58,0.0,5325,29.823,1.374,12.0,Chordata,Reptilia,Galliformes,Phasianidae,Francolinus,1.29
216900,occ,,,22074,Aves indet.,class,36616,,Aves,class,36616,Pleistocene,Holocene,2.58,0.0,5325,29.823,1.374,12.0,Chordata,Aves,,,,1.29
216903,occ,,,22074,Caprimulgus sp.,genus,124206,,Caprimulgus,genus,124206,Pleistocene,Holocene,2.58,0.0,5325,29.823,1.374,12.0,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,1.29
216904,occ,,,22074,Columba sp.,genus,39354,,Columba,genus,39354,Pleistocene,Holocene,2.58,0.0,5325,29.823,1.374,12.0,Chordata,Aves,Columbiformes,Columbidae,Columba,1.29
216905,occ,,,22074,Columbidae indet.,family,39353,,Columbidae,family,39353,Pleistocene,Holocene,2.58,0.0,5325,29.823,1.374,12.0,Chordata,Aves,Columbiformes,Columbidae,,1.29
217223,occ,,,22148,Aves indet.,class,36616,,Aves,class,36616,Miocene,Pliocene,23.04,2.58,5283,33.783298,-4.033,25.0,Chordata,Aves,,,,12.809999999999999
217477,occ,,,22188,Struthio camelus,species,223891,,Struthio camelus,species,223891,Pleistocene,Holocene,2.58,0.0,5283,33.766701,-4.033,12.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,1.29
217575,occ,,,22219,Pelecaniformes indet.,order,36634,,Pelecaniformes,order,36634,Late Miocene,,11.63,5.333,5419,18.15,-32.976002,35.0,Chordata,Aves,Pelecaniformes,,,8.4815
217578,occ,,,22219,Dege hendeyi,species,106250,,Dege hendeyi,species,106250,Late Miocene,,11.63,5.333,5419,18.15,-32.976002,35.0,Chordata,Aves,Sphenisciformes,Spheniscidae,Dege,8.4815
217596,occ,,,22220,cf. Struthio sp.,genus,39278,,Struthio,genus,39278,Miocene,Pliocene,23.04,2.58,5401,18.15,-32.976002,25.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,12.809999999999999
217620,occ,,,22221,Struthio sp.,genus,39278,,Struthio,genus,39278,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,4.4665
217621,occ,,,22221,Accipitridae indet.,family,39323,,Accipitridae,family,39323,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Accipitriformes,Accipitridae,,4.4665
217624,occ,,,22221,Aves indet.,class,36616,,Aves,class,36616,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,,,,4.4665
217632,occ,,,22221,Phasianidae indet.,family,39340,,Phasianidae,family,39340,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Reptilia,Galliformes,Phasianidae,,4.4665
217637,occ,,,22221,Puffinus sp.,genus,39702,,Puffinus,genus,39702,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,4.4665
217638,occ,,,22221,Anatidae indet.,family,39624,,Anatidae,family,39624,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Anseriformes,Anatidae,,4.4665
217640,occ,,,22221,Passeriformes indet.,order,39441,,Passeriformes,order,39441,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Passeriformes,,,4.4665
217641,occ,,,22221,Gruidae indet.,family,39499,,Gruidae,family,39499,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Gruiformes,Gruidae,,4.4665
217643,occ,,,22221,Columbidae indet.,family,39353,,Columbidae,family,39353,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Columbiformes,Columbidae,,4.4665
217645,occ,,,22221,Inguza predemersus,species,106297,,Inguza predemersus,species,106296,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Sphenisciformes,Spheniscidae,Inguza,4.4665
217651,occ,,,22221,Ciconiidae indet.,family,39634,,Ciconiidae,family,39634,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Ciconiiformes,Ciconiidae,,4.4665
217660,occ,,,22221,Pachyptila salax,species,173505,,Pachyptila salax,species,173505,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,4.4665
217661,occ,,,22221,Procellariiformes indet.,unranked clade,36628,,Procellariiformes,unranked clade,36628,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Procellariiformes,,,4.4665
217662,occ,,,22221,Rallidae indet.,family,39513,,Rallidae,family,39513,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Gruiformes,Rallidae,,4.4665
217670,occ,,,22221,Oceanites zaloscarthmus,species,336378,,Oceanites zaloscarthmus,species,336378,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Procellariiformes,Oceanitidae,Oceanites,4.4665
217673,occ,,,22221,Psittaciformes indet.,order,39357,,Psittaciformes,order,39357,Zanclean,,5.333,3.6,5391,18.15,-32.976002,97.0,Chordata,Aves,Psittaciformes,,,4.4665
217688,occ,,,22222,Aves indet.,class,36616,,Aves,class,36616,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Aves,,,,4.4665
217694,occ,,,22222,Phasianidae indet.,family,39340,,Phasianidae,family,39340,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Reptilia,Galliformes,Phasianidae,,4.4665
217704,occ,,,22222,Inguza predemersus,species,106297,,Inguza predemersus,species,106296,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Aves,Sphenisciformes,Spheniscidae,Inguza,4.4665
217711,occ,,,22222,Pachyptila salax,species,173505,,Pachyptila salax,species,173505,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,4.4665
217716,occ,,,22222,Oceanites zaloscarthmus,species,336378,,Oceanites zaloscarthmus,species,336378,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Aves,Procellariiformes,Oceanitidae,Oceanites,4.4665
217718,occ,,,22222,Struthio sp.,genus,39278,,Struthio,genus,39278,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,4.4665
217719,occ,,,22222,Apodidae indet.,family,39423,,Apodidae,family,39423,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Aves,Caprimulgiformes,Apodidae,,4.4665
217720,occ,,,22222,Pachyptila sp.,genus,39699,,Pachyptila,genus,39699,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Aves,Procellariiformes,Procellariidae,Pachyptila,4.4665
217721,occ,,,22222,Geronticus apelex,species,368911,species not entered,Geronticus,genus,368911,Zanclean,,5.333,3.6,5423,18.15,-32.976002,97.0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Geronticus,4.4665
217943,occ,,,22236,Anseriformes indet.,order,39620,,Anseriformes,order,39620,Tortonian,Zanclean,11.63,3.6,5448,36.0667,2.8833,25.0,Chordata,Aves,Anseriformes,,,7.615
217959,occ,,,22237,cf. Struthio sp.,genus,39278,,Struthio,genus,39278,Messinian,Piacenzian,7.246,2.58,8636,36.049999,2.9,25.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,4.913
218056,occ,,,22243,cf. Struthio sp.,genus,39278,,Struthio,genus,39278,Tortonian,Messinian,11.63,5.333,8636,36.049999,2.9,35.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,8.4815
218283,occ,,,22272,Struthio sp.,genus,39278,,Struthio,genus,39278,Middle Pleistocene,Late Pleistocene,0.774,0.0117,5569,36.0,0.5,33.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,0.39285000000000003
218614,occ,,,22316,Aves indet.,class,36616,,Aves,class,36616,Messinian,,7.246,5.333,5560,35.666698,0.5,98.0,Chordata,Aves,,,,6.2895
218736,occ,,,22337,Aves indet.,class,36616,,Aves,class,36616,Calabrian,,1.8,0.774,5275,35.334702,-2.989,740.0,Chordata,Aves,,,,1.287
218789,occ,,,22342,Aves indet.,class,36616,,Aves,class,36616,Gelasian,Calabrian,2.58,0.774,4454,35.8167,4.2667,33.0,Chordata,Aves,,,,1.677
219055,occ,,,22464,Struthio sp.,genus,39278,,Struthio,genus,39278,Calabrian,,1.8,0.774,4784,35.334702,-2.989,740.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,1.287
219061,occ,,,22477,Aves indet.,class,36616,,Aves,class,36616,Pliocene,,5.333,2.58,5294,33.766701,-4.033,34.0,Chordata,Aves,,,,3.9565
219311,occ,36898.0,,22506,Anserinae indet.,subfamily,83416,,Anserinae,subfamily,83416,Piacenzian,,3.6,2.58,72220,18.8794,15.9694,96.0,Chordata,Aves,Anseriformes,Anatidae,,3.09
219312,occ,36904.0,,22506,Anhinga cf. melanogaster,species,367451,,Anhinga melanogaster,species,367451,Piacenzian,,3.6,2.58,72220,18.8794,15.9694,96.0,Chordata,Aves,Suliformes,Anhingidae,Anhinga,3.09
219352,occ,,,22508,Anas acuta,species,83435,,Anas acuta,species,83435,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219354,occ,,,22508,Ardea cinerea,species,83488,,Ardea cinerea,species,83488,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1.29585
219355,occ,,,22508,Anser fabalis,species,368593,,Anser fabalis,species,368592,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anser,1.29585
219356,occ,,,22508,Tadorna ferruginea,species,368595,,Tadorna ferruginea,species,368594,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Tadorna,1.29585
219357,occ,,,22508,Anas platyrhynchos,species,83434,,Anas platyrhynchos,species,83434,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219358,occ,,,22508,Anas penelope,species,368603,recombined as,Mareca penelope,species,368603,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mareca,1.29585
219359,occ,,,22508,Aythya ferina,species,368600,,Aythya ferina,species,368599,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Aythya,1.29585
219360,occ,,,22508,Mergus merganser,species,336064,,Mergus merganser,species,336064,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergus,1.29585
219361,occ,,,22508,Pandion haliaetus,species,368439,,Pandion haliaetus,species,368438,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,1.29585
219362,occ,,,22508,Anas crecca,species,133772,,Anas crecca,species,133772,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219363,occ,,,22508,Anas sp.,genus,67686,,Anas,genus,67686,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219375,occ,,,22512,Platalea leucorodia,species,368589,,Platalea leucorodia,species,368589,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,1.29585
219382,occ,,,22513,Ardea cinerea,species,83488,,Ardea cinerea,species,83488,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1.29585
219383,occ,,,22513,Anas crecca,species,133772,,Anas crecca,species,133772,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219392,occ,,,22516,Anas acuta,species,83435,,Anas acuta,species,83435,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219430,occ,,,22531,Aquila chrysaetos,species,368058,,Aquila chrysaetos,species,94489,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Accipitriformes,Accipitridae,Aquila,1.29585
219445,occ,,,22534,Platalea leucorodia,species,368589,,Platalea leucorodia,species,368589,Pleistocene,Holocene,2.58,0.0,5225,33.0,24.5,12.0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,1.29
219457,occ,,,22536,Anas platyrhynchos,species,83434,,Anas platyrhynchos,species,83434,Pleistocene,Holocene,2.58,0.0,5225,33.0,24.5,12.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29
219467,occ,,,22538,Grus grus,species,105610,,Grus grus,species,105609,Pleistocene,Holocene,2.58,0.0,5225,33.0,24.5,12.0,Chordata,Aves,Gruiformes,Gruidae,Grus,1.29
219473,occ,,,22539,Anser albifrons,species,335665,,Anser albifrons,species,335665,Pleistocene,Holocene,2.58,0.0,5225,33.0,24.5,12.0,Chordata,Aves,Anseriformes,Anatidae,Anser,1.29
219498,occ,,,22544,Anas acuta,species,83435,,Anas acuta,species,83435,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219501,occ,,,22544,Phalacrocorax carbo,species,336370,,Phalacrocorax carbo,species,336369,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,1.29585
219502,occ,,,22544,Ardea cinerea,species,83488,,Ardea cinerea,species,83488,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1.29585
219503,occ,,,22544,Phoenicopterus antiquorum,species,368607,subjective synonym of,Phoenicopterus roseus,species,368608,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,1.29585
219504,occ,,,22544,Anas platyrhynchos,species,83434,,Anas platyrhynchos,species,83434,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219505,occ,,,22544,Anas penelope,species,368603,recombined as,Mareca penelope,species,368603,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mareca,1.29585
219506,occ,,,22544,Mergus serrator,species,83462,,Mergus serrator,species,83462,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergus,1.29585
219507,occ,,,22544,Mergus albellus,species,368596,recombined as,Mergellus albellus,species,368596,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergellus,1.29585
219508,occ,,,22544,Milvus migrans,species,368606,,Milvus migrans,species,368605,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Accipitriformes,Accipitridae,Milvus,1.29585
219509,occ,,,22544,Anas crecca,species,133772,,Anas crecca,species,133772,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219510,occ,,,22544,Plectropterus gambensis,species,368602,,Plectropterus gambensis,species,368601,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Plectropterus,1.29585
219511,occ,,,22544,Anas sp.,genus,67686,,Anas,genus,67686,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219517,occ,,,22545,Platalea leucorodia,species,368589,,Platalea leucorodia,species,368589,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,1.29585
219518,occ,,,22545,Anas acuta,species,83435,,Anas acuta,species,83435,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219520,occ,,,22545,Phalacrocorax carbo,species,336370,,Phalacrocorax carbo,species,336369,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,1.29585
219521,occ,,,22545,Ardea cinerea,species,83488,,Ardea cinerea,species,83488,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1.29585
219522,occ,,,22545,Anser albifrons,species,335665,,Anser albifrons,species,335665,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anser,1.29585
219523,occ,,,22545,Tadorna ferruginea,species,368595,,Tadorna ferruginea,species,368594,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Tadorna,1.29585
219524,occ,,,22545,Anas platyrhynchos,species,83434,,Anas platyrhynchos,species,83434,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219525,occ,,,22545,Anas penelope,species,368603,recombined as,Mareca penelope,species,368603,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mareca,1.29585
219526,occ,,,22545,Aythya ferina,species,368600,,Aythya ferina,species,368599,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Aythya,1.29585
219527,occ,,,22545,Mergus merganser,species,336064,,Mergus merganser,species,336064,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergus,1.29585
219528,occ,,,22545,Mergus serrator,species,83462,,Mergus serrator,species,83462,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergus,1.29585
219529,occ,,,22545,Mergus albellus,species,368596,recombined as,Mergellus albellus,species,368596,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Mergellus,1.29585
219530,occ,,,22545,Numenius arquatus,species,83476,species not entered,Numenius,genus,83476,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,1.29585
219531,occ,,,22545,Anas crecca,species,133772,,Anas crecca,species,133772,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Anas,1.29585
219532,occ,,,22545,Branta sp.,genus,83426,,Branta,genus,83426,Pleistocene,,2.58,0.0117,5225,33.0,24.5,33.0,Chordata,Aves,Anseriformes,Anatidae,Branta,1.29585
219737,occ,,,22592,Struthio sp.,genus,39278,,Struthio,genus,39278,Late Pliocene,,3.6,2.58,5649,30.25,30.4167,96.0,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,3.09
